axis	row	side	outcome	observation
B	pair|coupling.cbo|namespace.error|namespace.min-class-count|same-source|6-subject-filter	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":7332}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.threshold|same-source|1-threshold-group-declared	both	refused-unframed	InvalidArgumentException: Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
B	pair|coupling.cbo|namespace.error|namespace.threshold|same-source|1-threshold-group-declared	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.threshold|same-source|1-threshold-group-declared	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.threshold|same-source|1-threshold-group-declared	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.warning|same-source|1-threshold-group-declared	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.warning|same-source|1-threshold-group-declared	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.warning|same-source|1-threshold-group-declared	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|namespace.warning|same-source|1-threshold-group-declared	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|threshold|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":7332,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|threshold|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|threshold|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|threshold|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":7332,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|warning|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|warning|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|warning|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.error|warning|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.min-class-count|namespace.threshold|same-source|6-subject-filter	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.min-class-count|namespace.threshold|same-source|6-subject-filter	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.min-class-count|namespace.threshold|same-source|6-subject-filter	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.min-class-count|namespace.threshold|same-source|6-subject-filter	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.min-class-count|namespace.warning|same-source|6-subject-filter	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.min-class-count|namespace.warning|same-source|6-subject-filter	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.min-class-count|namespace.warning|same-source|6-subject-filter	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.min-class-count|namespace.warning|same-source|6-subject-filter	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|namespace.warning|same-source|1-threshold-group-declared	both	refused-unframed	InvalidArgumentException: Cannot mix "threshold" with "warning"/"error". Use either "threshold" alone (simple mode) or "warning"/"error" (graduated mode).
B	pair|coupling.cbo|namespace.threshold|namespace.warning|same-source|1-threshold-group-declared	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|namespace.warning|same-source|1-threshold-group-declared	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|namespace.warning|same-source|1-threshold-group-declared	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|threshold|same-source|2-same-name-top-vs-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":7332,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|threshold|same-source|2-same-name-top-vs-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|threshold|same-source|2-same-name-top-vs-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|threshold|same-source|2-same-name-top-vs-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":7332,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|threshold|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":7332,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|threshold|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|threshold|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|threshold|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":7332,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|warning|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|warning|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|warning|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.threshold|warning|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|threshold|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":7332,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|threshold|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|threshold|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|threshold|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":7332,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|warning|same-source|2-same-name-top-vs-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|warning|same-source|2-same-name-top-vs-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|warning|same-source|2-same-name-top-vs-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|warning|same-source|2-same-name-top-vs-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|warning|same-source|4-cross-level	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|warning|same-source|4-cross-level	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|warning|same-source|4-cross-level	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace.warning|warning|same-source|4-cross-level	onlyB	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace:|threshold|same-source|3-shorthand-vs-level-block	both	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":7332,"error":7332,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7332,"error":7332,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace:|threshold|same-source|3-shorthand-vs-level-block	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":14,"error":20,"minClassCount":3}},"excluded":{"namespace":false,"path":false}}
B	pair|coupling.cbo|namespace:|threshold|same-source|3-shorthand-vs-level-block	onlyA	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\CboOptions","class":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\ClassCboOptions","enabled":true,"warning":14,"error":20,"scope":"all"},"namespace":{"@":"Qualimetrix\\Analysis\\Evidence\\Coupling\\NamespaceCboOptions","enabled":true,"warning":7331,"error":7331,"minClassCount":7331}},"excluded":{"namespace":false,"path":false}}
